417.56	279.9107143	461.89	310.7142857	524.81	309.375	504.79	340.1785714	474.76	372.3214286	516.23	372.3214286
375.2110092	234.375	425.0642202	275.390625	480.1651376	275.390625	463.1100917	302.34375	436.8715596	329.296875	473.6055046	329.296875
394.952381	252.892562	442.6190476	297.5206612	499.8190476	296.2809917	478.0285714	322.3140496	454.8761905	349.5867769	493.0095238	349.5867769
366.4375	256.779661	414.9553571	292.3728814	471.1339286	292.3728814	450.7053571	321.6101695	427.7232143	348.3050847	462.1964286	349.5762712
398.75	243.2773109	446.875	282.3529412	503.25	283.6134454	485.375	307.5630252	457.875	337.8151261	499.125	337.8151261
394.952381	259.3220339	441.2571429	293.6440678	501.1809524	294.9152542	478.0285714	321.6101695	456.2380952	352.1186441	493.0095238	350.8474576
375.2110092	272.8448276	426.3761468	309.0517241	481.4770642	309.0517241	459.1743119	337.5	436.8715596	364.6551724	472.293578	367.2413793
374.712963	294.6428571	425.0277778	326.7857143	484.6111111	329.4642857	459.4537037	357.5892857	431.6481481	387.0535714	475.3425926	387.0535714
383.1320755	291.8918919	431.6981132	328.3783784	489.7075472	327.027027	465.4245283	356.7567568	443.8396226	386.4864865	476.2169811	385.1351351
362.7	302.8571429	414.7	331.4285714	470.6	331.4285714	447.2	362.8571429	425.1	395.7142857	462.8	395.7142857
394.625	263.1147541	438.625	295.0819672	500.5	295.0819672	475.75	318.442623	448.25	350.4098361	489.5	349.1803279
418.7857143	306.8807339	461.1020408	338.5321101	523.8469388	339.9082569	501.9591837	366.0550459	472.7755102	400.4587156	518.0102041	399.0825688
399.5588235	309.7222222	443.0196078	341.6666667	504.7058824	341.6666667	482.2745098	369.4444444	458.4411765	401.3888889	499.0980392	400
398.4563107	314.0186916	445.6601942	343.4579439	505.3592233	344.8598131	481.7572816	372.8971963	453.9902913	407.9439252	498.4174757	405.1401869
399.8446602	298.5849057	444.2718447	333.9622642	502.5825243	332.5471698	483.1456311	360.8490566	453.9902913	394.8113208	495.6407767	391.9811321
403.7647059	290.5405405	454.2352941	314.8648649	514.5196078	312.1621622	490.6862745	344.5945946	462.6470588	385.1351351	503.3039216	383.7837838
373.3888889	287.6146789	421.0555556	319.266055	479.3148148	317.8899083	458.1296296	346.7889908	434.2962963	381.1926606	474.0185185	381.1926606
367.9	345.8333333	414.7	375	473.2	375	451.1	402.7777778	426.4	436.1111111	462.8	437.5
350.6608696	279.7619048	402.8869565	314.2857143	456.3565217	315.4761905	435.2173913	341.6666667	411.5913043	370.2380952	446.4086957	371.4285714
354.3913043	297.4358974	405.373913	332.0512821	460.0869565	333.3333333	438.9478261	362.8205128	415.3217391	392.3076923	448.8956522	392.3076923
361.2631579	276.25	411.4385965	311.25	469.1403509	312.5	445.3070175	341.25	422.7280702	372.5	457.8508772	373.75
376.6517857	261.6	426.4464286	294	482.625	296.4	459.6428571	326.4	439.2142857	355.2	472.4107143	354
382.2	302.5862069	432.9	334.9137931	492.7	337.5	466.7	368.5344828	447.2	398.2758621	477.1	399.5689655
365.5826087	259.0909091	415.3217391	292.5619835	471.2782609	295.0413223	446.4086957	324.7933884	427.7565217	352.0661157	456.3565217	353.3057851
386.1	250.8196721	430.3	287.704918	490.1	292.6229508	460.2	320.9016393	436.8	349.1803279	473.2	350.4098361
374.8918919	245.3488372	410.963964	279.0697674	475.3783784	284.8837209	439.3063063	316.2790698	421.2702703	340.6976744	453.4774775	343.0232558
328.1967213	301.2605042	364.5327869	335.2941176	417.2786885	340.3361345	379.7704918	370.5882353	368.0491803	395.7983193	395.0081967	398.3193277
349.1261261	286.5853659	386.4864865	321.9512195	444.4594595	328.0487805	401.9459459	354.8780488	389.0630631	379.2682927	421.2702703	380.4878049
344.2123894	258.3333333	375.8495575	294.047619	431.5309735	296.4285714	384.7079646	322.6190476	378.380531	346.4285714	404.9557522	347.6190476
334.1	270.4918033	373.1	302.4590164	429	304.9180328	378.3	333.1967213	374.4	362.704918	414.7	362.704918
350.8796296	259.8425197	389.2777778	292.9133858	451.5092593	291.7322835	403.8425926	323.6220472	393.25	348.4251969	435.6203704	349.6062992
339.1504425	262.8	378.380531	298.8	442.920354	302.4	401.159292	331.2	388.5044248	358.8	426.4690265	357.6
352.3928571	263.0952381	391.9732143	296.4285714	454.5357143	297.6190476	417.5089286	330.952381	399.6339286	357.1428571	445.5982143	355.952381
322.3360656	258.984375	364.5327869	291.796875	425.4836066	292.96875	391.4918033	324.609375	371.5655738	348.046875	413.7622951	349.21875
342.2222222	252.7559055	388.6666667	288.1889764	448.5555556	289.3700787	416.7777778	317.7165354	393.5555556	344.8818898	437.5555556	344.8818898
344.1694915	246.1832061	393.8559322	281.6793893	450.8135593	282.8244275	420.5169492	314.8854962	395.0677966	337.7862595	441.1186441	340.0763359
338.4333333	251.5384615	387.2916667	287.3076923	444.4916667	290.7692308	418.275	320.7692308	389.675	342.6923077	434.9583333	343.8461538
338.4333333	253.8461538	387.2916667	285	448.0666667	288.4615385	419.4666667	316.1538462	394.4416667	342.6923077	434.9583333	340.3846154
347.8050847	239.7727273	397.4915254	275	456.8728814	277.2727273	431.4237288	309.0909091	402.3389831	332.9545455	445.9661017	332.9545455
349.5555556	251.953125	402.1111111	285.9375	460.7777778	289.453125	435.1111111	321.09375	405.7777778	345.703125	448.5555556	345.703125
347.1111111	250.3846154	403.3333333	283.8461538	459.5555556	287.3076923	433.8888889	316.1538462	403.3333333	340.3846154	449.7777778	339.2307692
338	254.7619048	391.1818182	290.4761905	444.3636364	291.6666667	421.9090909	326.1904762	391.1818182	347.6190476	437.2727273	350
336.4016393	257.480315	387.9754098	289.3700787	444.2377049	290.5511811	420.795082	323.6220472	391.4918033	347.2440945	436.0327869	347.2440945
315.9302326	259.5238095	369.1395349	291.6666667	420.1317829	292.8571429	400.1782946	322.6190476	372.4651163	351.1904762	411.2635659	350
317.5275591	258.3333333	372.7007874	290.4761905	425.6220472	294.047619	407.6062992	323.8095238	377.2047244	351.1904762	421.1181102	351.1904762
341.5454545	253.4883721	393.5454545	286.0465116	450.2727273	289.5348837	426.6363636	317.4418605	400.6363636	341.8604651	440.8181818	343.0232558
325.7222222	272.7272727	379.0634921	302.4793388	431.2698413	308.677686	410.8412698	340.9090909	380.1984127	366.9421488	424.4603175	366.9421488
327.184	258	382.096	289.2	433.576	292.8	412.984	322.8	380.952	349.2	427.856	349.2
330.9758065	256.8	385.1774194	288	438.2258065	291.6	417.4677419	321.6	387.483871	345.6	430.1532258	346.8
323.452381	260.6557377	377.9285714	291.3934426	430.1349206	296.3114754	409.7063492	327.0491803	381.3333333	351.6393443	423.3253968	351.6393443
325.7222222	257.3170732	377.9285714	287.804878	431.2698413	292.6829268	408.5714286	320.7317073	380.1984127	346.3414634	423.3253968	347.5609756
319.7795276	251.2195122	374.9527559	284.1463415	424.496063	289.0243902	406.480315	320.7317073	379.4566929	345.1219512	418.8661417	343.902439
319.7795276	239.0625	374.9527559	274.21875	425.6220472	277.734375	406.480315	307.03125	378.3307087	329.296875	419.992126	329.296875
320.9055118	247.2	372.7007874	282	426.7480315	283.2	405.3543307	313.2	378.3307087	338.4	417.7401575	338.4
320.9055118	260.9243697	374.9527559	296.2184874	424.496063	298.7394958	406.480315	328.9915966	378.3307087	352.9411765	416.6141732	354.2016807
325.7222222	244.047619	379.0634921	278.5714286	429	279.7619048	409.7063492	309.5238095	380.1984127	334.5238095	421.0555556	334.5238095
