52.04377131	36.73772465
46.62573635	31.89585454
43.2266872	33.94915247
46.18313023	35.66714943
46.01954299	29.88474526
46.19784414	35.33625962
43.4168635	36.14854298
46.19528535	37.73474225
44.07724395	38.38647985
45.21067465	39.18309715
43.86326323	34.0335531
49.26274573	34.09880347
48.08900359	35.70394114
46.57970905	36.64896328
47.26595898	34.3335057
47.03754672	40.24786269
46.17357429	35.83251379
45.78826201	35.49668912
42.36712837	33.65715197
45.54067631	36.28162882
45.24455707	37.34421344
46.3870981	37.79125415
47.67379545	40.48628311
44.78015555	38.77732214
44.67697736	41.15451646
46.77414402	47.82114921
38.44297584	48.18769995
36.37541714	50.27134838
29.91317279	53.65011837
31.17445274	58.05320167
33.9875818	57.35039795
39.60595859	50.72894928
42.94142671	49.82061794
42.46703099	46.43890439
40.76899939	42.58343302
42.58468455	44.11118582
45.60308653	39.84110454
44.78607769	39.80984684
48.09973503	40.74378553
48.21785887	40.74195538
44.4682916	38.61189415
47.1134322	41.18373509
47.43762457	40.53688146
43.83439848	35.83172719
48.26495484	34.78991452
45.61442966	36.57153315
49.86655196	38.1600576
45.64020754	36.38722941
46.60069669	36.48146437
47.76147812	36.9070865
44.97955957	36.08257233
48.29571383	36.46808376
45.50436393	34.9958969
45.16297035	36.84685106
45.47596804	35.2101801
43.55496046	35.46852035
44.94686733	33.5792658
44.7974771	33.52291744
44.21539229	32.71145765
43.50966862	34.69258126
48.3213848	38.75223613
48.38974181	35.56131667
44.72859238	33.48175772
43.00406815	32.35776231
47.30340931	34.69448562
43.93680065	37.83453501
46.3163218	33.27177546
49.86365227	32.42358544
47.16244382	32.77560227
45.10864358	31.57679402
43.07692767	31.25626813
46.02798253	31.59987389
43.2470208	31.57679402
45.19288929	33.11387952
44.14033833	31.82410858
42.85311728	31.73987639
43.80061988	32.39101618
45.44058115	31.83719475
45.8326437	39.43808178
41.44437285	33.5190956
42.2453528	33.0808223
40.9494893	32.27150725
39.80716282	29.57946096
38.51653403	29.62093001
41.95333951	30.70740054
41.68222467	31.39840388
44.35228292	30.3786107
43.92621854	32.91066384
51.20979859	33.98082943
47.0028866	36.91505873
45.97584546	40.92024547
45.36584191	39.9072614
47.26274154	36.56683139
46.86855688	40.33821895
42.88716554	41.87805085
46.50389385	38.38027174
43.33047582	36.58679747
45.95922908	37.97282881
42.65328111	36.90358452
38.46117972	42.82104594
43.76720157	40.11795622
40.95637989	39.98559297
44.94784353	38.64491428
43.38761306	38.21335529
39.75303232	36.99016113
44.31015443	39.92375871
40.02714624	36.56120711
39.53553076	37.74329489
37.03547773	38.85991786
38.7172905	36.15641803
38.12490442	37.30338288
43.46606407	38.8431996
41.58065276	36.77782444
45.73302162	48.33063806
41.39479325	38.57101918
42.454615	35.19490862
43.33560886	39.51438853
39.75471518	39.71940029
43.59060248	41.63851132
41.5996445	41.74572387
41.5786797	40.59424207
47.57619037	39.00734886
40.66902139	40.51420064
42.8601029	38.25648847
40.74167481	38.55913136
39.88864715	38.05081361
42.97441436	37.26562433
45.10732335	31.9028203
46.43909789	34.07976778
43.74483783	33.76216158
41.68394423	35.05525541
43.33203378	37.33349216
46.31415898	35.10287243
46.40615252	35.91924662
43.25793446	39.47010714
51.43264738	42.33339473
43.71045248	32.56421557
49.54434352	35.56517925
45.31322664	33.68437868
45.43291374	35.71011834
48.78143789	34.49916544
45.16447134	32.18132233
47.53146472	35.64533824
48.59863062	35.18989923
45.05048933	35.73495524
51.77490598	39.6298121
50.13908534	34.52826659
46.48924938	32.73999157
43.50691777	34.19136127
47.69158174	35.97865665
50.53191741	31.03434818
47.47721425	33.8578356
47.65426315	38.56734624
53.95381439	36.40905705
51.95578977	30.62170619
48.89267587	28.16540586
50.81012075	33.08664157
45.7044726	26.11527553
48.92971088	35.98735757
45.6877106	31.09190569
46.98705247	36.15128395
49.78790562	33.06643684
51.39781979	32.08635359
47.60833752	34.33559688
43.09265179	30.66746383
46.74107464	27.21882427
49.2169385	28.64362074
52.16610594	27.18045769
45.1944916	24.97217715
50.42936976	26.46645169
49.99763945	27.3749599
56.83121199	31.10204153
47.44034999	28.92050653
51.89367394	29.35345615
52.49978475	26.08978567
50.13529904	25
53.36048265	25.6097561
50.0363621	27.27763332
50.97118207	26.61290323
50.6868704	32.55640949
55.21760861	30.71570952
49.42156645	27.91230418
52.13767255	30.21728954
50.99299443	28.50863827
52.93433362	30.58261953
52.18662284	30.41606422
49.82015206	30.83938137
48.6601769	27.14430934
48.05587221	29.8373396
49.33704396	30.39077366
50.28200866	29.75720717
51.51825622	28.75992645
49.67810632	26.93386982
52.26859243	26.22463873
47.39868158	26.11210394
54.19708066	28.09495652
50.09587473	25.93032628
51.12920778	26.69168586
49.95401116	26.91353603
48.99592123	28.45423625
52.55804408	30.80976166
48.6451041	25.77886463
54.32034901	28.56386883
48.31127171	31.98355622
47.38395753	29.51302818
48.20491583	33.65379649
47.63836565	32.76793835
45.23297641	29.98884688
51.0114693	33.51790566
50.07138402	32.64709038
50.71352756	31.31745177
47.83754529	28.39025817
50.86854468	30.05419286
50.47335428	28.14564377
45.80998733	31.35674517
49.52307003	27.67978603
52.56251778	28.73059962
43.10199209	31.03855282
48.56609417	26.68127146
48.90927083	26.57933016
46.41806415	30.36452941
49.11671143	26.97186699
50.56209539	27.48487662
53.38611565	26.28843273
48.37939047	25.24112708
52.68930892	25.19416943
47.99584705	22.50287052
50.20411949	25.31890062
51.46175721	28.79052975
47.56932462	27.46587778
48.94111617	31.33618366
46.62225541	29.11262639
49.42262695	24.87897656
51.35329126	27.28215616
46.83542951	24.51920674
50.63870122	25.47183725
52.08136208	22.80655659
48.04714966	26.80284576
55.80812179	24.46639987
49.99198324	21.85078466
54.83123152	25.51560393
52.17509836	23.3575735
47.67092983	21.97435941
50.93296847	22.47896464
47.59428404	23.81163321
48.66165453	21.57359728
50.22644678	25.16563633
52.36088081	25.82806573
53.59650469	29.29666036
52.579687	30.02703545
51.34439837	33.1239036
50.37508042	34.18191503
48.62539764	32.94575939
50.51276879	30.8945326
49.23928176	35.0752516
52.71129506	41.42669195
52.74630469	36.16108629
50.42921102	36.02335877
49.38623131	37.86004626
49.79343301	42.29605535
48.30942278	40.5627879
48.24211209	41.95371115
49.47833337	38.17283484
48.46830295	38.69886748
50.55622407	41.24500927
51.24619407	37.08239777
50.0275524	37.20518949
53.0222836	37.02327972
51.99839439	43.17773849
51.74056003	38.87637821
55.68448752	40.85051004
45.81329593	39.76412732
49.4310589	41.83340578
48.1628334	42.42694747
49.704601	45.36632878
46.26079181	44.87975939
45.8377198	50.29069083
