1.43	1.339285714	417.56	279.9107143	461.89	310.7142857	524.81	309.375	504.79	340.1785714	474.76	372.3214286	516.23	372.3214286	52.04377131	36.73772465	43.98822758	34.11798448	106.0249381
1.311926606	1.171875	375.2110092	234.375	425.0642202	275.390625	480.1651376	275.390625	463.1100917	302.34375	436.8715596	329.296875	473.6055046	329.296875	46.62573635	31.89585454	37.61557543	28.92446435	111.1125542
1.361904762	1.239669421	394.952381	252.892562	442.6190476	297.5206612	499.8190476	296.2809917	478.0285714	322.3140496	454.8761905	349.5867769	493.0095238	349.5867769	43.2266872	33.94915247	35.77477319	31.11640383	108.2635505
1.276785714	1.271186441	366.4375	256.779661	414.9553571	292.3728814	471.1339286	292.3728814	450.7053571	321.6101695	427.7232143	348.3050847	462.1964286	349.5762712	46.18313023	35.66714943	35.22495409	30.23487335	106.320584
1.375	1.260504202	398.75	243.2773109	446.875	282.3529412	503.25	283.6134454	485.375	307.5630252	457.875	337.8151261	499.125	337.8151261	46.01954299	29.88474526	40.88324358	33.23028897	107.8728125
1.361904762	1.271186441	394.952381	259.3220339	441.2571429	293.6440678	501.1809524	294.9152542	478.0285714	321.6101695	456.2380952	352.1186441	493.0095238	350.8474576	46.19784414	35.33625962	37.49122395	32.85190941	103.8338349
1.311926606	1.293103448	375.2110092	272.8448276	426.3761468	309.0517241	481.4770642	309.0517241	459.1743119	337.5	436.8715596	364.6551724	472.293578	367.2413793	43.4168635	36.14854298	35.13995089	32.50638068	105.972296
1.324074074	1.339285714	374.712963	294.6428571	425.0277778	326.7857143	484.6111111	329.4642857	459.4537037	357.5892857	431.6481481	387.0535714	475.3425926	387.0535714	46.19528535	37.73474225	40.51287514	33.47537786	105.5615745
1.349056604	1.351351351	383.1320755	291.8918919	431.6981132	328.3783784	489.7075472	327.027027	465.4245283	356.7567568	443.8396226	386.4864865	476.2169811	385.1351351	44.07724395	38.38647985	36.73914781	30.36131416	104.7831021
1.3	1.428571429	362.7	302.8571429	414.7	331.4285714	470.6	331.4285714	447.2	362.8571429	425.1	395.7142857	462.8	395.7142857	45.21067465	39.18309715	39.59800294	36.37240488	103.6351774
1.375	1.229508197	394.625	263.1147541	438.625	295.0819672	500.5	295.0819672	475.75	318.442623	448.25	350.4098361	489.5	349.1803279	43.86326323	34.0335531	42.1681481	33.67297141	98.19591996
1.459183673	1.376146789	418.7857143	306.8807339	461.1020408	338.5321101	523.8469388	339.9082569	501.9591837	366.0550459	472.7755102	400.4587156	518.0102041	399.0825688	49.26274573	34.09880347	45.11429139	36.72128167	102.0755857
1.401960784	1.388888889	399.5588235	309.7222222	443.0196078	341.6666667	504.7058824	341.6666667	482.2745098	369.4444444	458.4411765	401.3888889	499.0980392	400	48.08900359	35.70394114	39.85568101	34.88084169	102.0226866
1.388349515	1.401869159	398.4563107	314.0186916	445.6601942	343.4579439	505.3592233	344.8598131	481.7572816	372.8971963	453.9902913	407.9439252	498.4174757	405.1401869	46.57970905	36.64896328	44.71329737	36.29287142	102.0084803
1.388349515	1.41509434	399.8446602	298.5849057	444.2718447	333.9622642	502.5825243	332.5471698	483.1456311	360.8490566	453.9902913	394.8113208	495.6407767	391.9811321	47.26595898	34.3335057	44.76012986	33.54601001	103.999405
1.401960784	1.351351351	403.7647059	290.5405405	454.2352941	314.8648649	514.5196078	312.1621622	490.6862745	344.5945946	462.6470588	385.1351351	503.3039216	383.7837838	47.03754672	40.24786269	49.29232236	41.17034815	102.3581939
1.324074074	1.376146789	373.3888889	287.6146789	421.0555556	319.266055	479.3148148	317.8899083	458.1296296	346.7889908	434.2962963	381.1926606	474.0185185	381.1926606	46.17357429	35.83251379	41.85260169	37.89550476	103.3566269
