"d(N,RE)","d(N,LE)","d(N,RM)","d(N,LM)","d(N,F)"
48.39084998,30.85041244,47.66251808,34.03268555,112.7148236
41.32192863,29.17843175,42.09984682,36.50528109,107.034597
42.96361398,33.80739914,39.67740186,38.69370649,103.0726829
45.78453452,33.52002187,42.82260169,36.07590872,108.0634667
44.37790061,33.26166698,41.02119643,32.127731,109.2674414
45.41655897,34.01600429,36.33916845,32.34546379,105.0901774
48.12421153,34.31334052,39.0242653,32.41924883,110.9632849
44.24289715,30.99834153,40.07769904,33.63847051,106.9026698
44.35891343,31.64129534,38.31101584,36.01159301,106.6295516
46.85271902,35.7642079,34.17466911,32.57975209,108.8691839
47.36555894,33.17251879,38.27718013,31.93967205,105.3422847
43.42827708,33.14490633,41.46307369,34.96117176,105.0647966
44.00648556,32.75092876,41.91550079,35.58509041,101.76158
47.38034713,31.61940568,42.57815317,31.59959121,106.7127953
46.16581402,30.94695824,42.72935828,35.4661739,104.2359793
45.46935122,33.41261468,43.78530117,31.74803381,109.545534
48.97851556,34.12771588,41.38166337,31.47449156,109.6407751
49.60172191,35.11555953,42.17199879,34.66122546,108.9508048
48.87144115,36.22309752,44.41572137,35.9765373,103.1225408
46.81394513,33.36389164,41.17773597,32.99697219,106.4742131
45.32133986,39.39699893,36.26061355,35.29179661,105.5546457
46.69946597,34.83869592,41.08379172,37.55409526,106.957986
47.92726906,35.30260735,44.32240542,38.69282161,105.8676196
43.77825937,34.5748143,43.6652226,38.54850857,104.0138581
44.63946564,32.92909994,37.00927319,37.9117436,102.80525
45.19577582,38.15468333,40.27300064,36.49577108,101.1168067
45.90754295,32.92190868,40.07911111,37.1739887,105.1234978
45.7786259,32.35031506,40.40185848,37.54923205,104.5930088
43.3832269,30.25511645,41.84529677,37.1739887,101.6029151
44.77201634,31.66109299,46.60893425,36.04269845,104.5661974
43.83110697,28.77758569,43.68991627,39.16251034,103.5559304
44.82331558,33.99621736,45.02047264,38.91687602,102.5808784
49.06858072,31.13997052,42.61576641,34.59551788,108.1654629
43.60041959,35.22266697,36.90998475,30.8149938,103.4832982
52.74426409,43.39037185,36.0193918,31.16645611,106.367567
45.9406262,40.89999207,34.69382492,35.28806557,106.3727178
48.74870943,39.13557982,36.85044721,30.16386271,103.3471215
48.68996517,35.89718952,37.53875327,31.48187248,105.581193
50.3935852,35.84388972,42.80236265,32.71613246,108.2442697
46.96229396,38.0263275,41.18777161,36.97447142,103.8548131
46.76112349,32.16764522,44.44732307,35.88715882,107.2413242
46.08301989,36.41582082,39.9073198,33.76559113,102.2681483
48.45088588,33.79040482,46.19589255,35.98511126,104.0468065
46.64649025,36.11710351,41.65555029,35.0059328,101.6020941
54.7900077,35.93373749,42.43378721,34.45896551,108.9558439
50.34636586,33.61719919,41.2512598,32.58111925,108.7744723
46.39307383,36.24717285,37.05727156,30.90519778,108.4305685
51.74183967,36.21261448,45.10789137,36.56063327,109.2841399
47.37556801,32.17928173,41.48419303,32.59099323,105.8862656
45.14132571,36.77439654,41.86988451,36.46071696,110.5711606
49.07620318,32.32951463,43.99125623,37.60898974,111.2540743
48.00161697,33.74465469,42.89352617,33.02334633,109.7340204
47.13467329,40.28194179,35.98670304,35.81469995,103.902758
43.85555973,40.54144603,33.2292652,36.14253463,97.94427933
44.17384778,42.84017067,34.47610527,34.03370119,90.48911414
35.40636266,44.79296455,33.36314853,41.53463605,80.09126786
40.37602452,42.03177619,36.80251004,38.10538555,101.0774607
43.32106708,43.63349152,36.57428925,36.77064296,102.1962466
42.92115471,43.40730401,39.39601677,42.60480161,96.8500143
44.09688216,43.16065838,37.54124611,38.34081062,94.72663576
42.62466365,47.22919009,35.65058091,39.78626877,99.13071959
34.84766907,47.28227502,36.07567031,38.95196517,86.33165227
37.01861408,45.05546195,35.70646118,43.47012296,83.55232963
41.19067249,40.88518229,37.03391758,40.17973557,97.02323087
54.42641659,32.5465811,49.62267352,34.22693569,112.6585967
59.57104053,26.62525855,52.09917882,31.7840098,113.1630745
54.25234533,29.90829035,51.37698453,33.11851329,112.5989888
53.90216422,29.07708785,48.65139616,29.1252436,109.9562945
49.60664117,27.33367749,44.67143371,31.76889953,110.4107945
53.09463507,30.89666532,48.12027063,31.94275944,111.9614128
50.7224091,27.84250505,48.00232532,31.58184371,109.3349582
47.02793596,31.26329421,44.57871509,32.45585726,107.4956858
51.6309023,28.89814338,43.17476737,27.87228322,112.335109
55.11147717,31.85700576,50.30049419,31.18599078,108.3629707
55.08902463,30.82025234,50.21574596,32.21179193,111.6323841
49.05672994,32.51667394,46.55690928,36.69060546,103.2781164
50.57585253,39.78084495,49.90005636,33.00094696,104.7463215
59.74508519,40.3254254,42.57277069,35.7588471,104.8365018
53.69963231,38.62836407,42.12168822,40.02207459,105.6512625
54.0518378,39.80681457,43.62410458,31.98743,105.2959788
42.69358874,40.25262999,42.6229704,43.03090105,98.51074799
46.58881387,40.11669042,43.80628946,34.65793019,96.3064174
44.98575778,42.86362823,35.95769215,39.74569159,94.25538925
48.0834236,42.96570626,40.30161481,42.00542376,91.43996686
44.16170273,42.47339981,39.26377906,36.14185336,92.13143175
47.47061531,43.47590427,40.53688146,35.88193204,97.70374672
45.01325106,43.82471373,42.9367008,42.96361398,93.76917666
46.83882789,41.05696958,38.54800736,36.72330137,95.27841993
43.58638756,45.05546195,36.15673691,37.77255122,94.49307067
44.79643319,44.59542816,42.03520236,40.48272767,93.63702298
44.29645718,44.26030117,41.47242354,44.84368753,93.65864764
45.71752214,48.1691529,38.04886491,43.07324386,90.64591571
48.24544511,40.99721192,35.30778573,39.25237613,96.20285083
42.74835143,47.11971651,34.26912786,42.0657735,87.88660325
37.24751311,45.67128013,33.9135698,43.30888055,85.76676965
38.80571696,46.74034055,33.57663879,44.48319392,83.55218586
38.40170261,47.11473104,34.87663254,47.40940932,87.84494087
41.32208927,48.80761061,33.93608659,40.8072124,88.37924616
38.56871168,49.87877673,32.80407989,42.11475009,85.14485345
38.80677671,55.95949887,32.02822871,48.29155198,82.74461575
37.28404769,48.8845728,36.09506179,42.62466365,86.22144581
36.34129712,44.49887732,36.84855202,41.45286636,87.20873606
41.43961454,47.60117867,38.9755801,43.09087451,89.24409015
45.23554375,35.86798969,44.09285317,37.49181399,101.7561962
58.07894518,34.1910915,49.89832395,32.02798181,109.1064266
52.76391663,38.11924839,46.60283307,34.22152126,107.8133076
49.82280395,35.89574441,41.93207424,34.57784745,107.9035521
52.2041684,32.93385061,52.02923846,38.45052293,113.7646334
58.68449572,31.34158413,50.16265162,34.89115028,112.7352744
56.19334943,33.61276063,46.83429757,33.1493358,110.6389356
53.67063037,40.58244061,44.93522298,32.14217557,113.383492
57.54082188,34.55547391,55.02251996,30.56623009,116.8616638
54.25384095,29.2668616,50.08985558,30.66783812,111.5370799
59.48201415,26.16553884,57.49089326,29.17903579,112.5760782
51.59033876,25.22331769,59.21082291,40.00044438,110.3274071
51.31039974,30.17457775,44.7033773,30.80822685,106.0961006
58.7071513,35.48429383,52.39263608,30.47277925,106.6526096
53.64450064,35.22706272,49.8448713,42.14636675,97.02002962
51.36170459,30.33659009,45.5307378,35.27977915,106.301558
54.61551275,35.93207118,44.94566409,32.97661112,104.7942933
52.4727359,32.97126971,49.58652281,32.56364177,103.0512914
53.2530034,30.09032808,47.77458107,28.17676665,104.1313785
52.05782499,30.3019081,52.8742514,31.8525296,103.9196759
52.03270145,31.9540633,51.53045666,33.3604811,98.30089688
54.33979428,32.39289536,50.0994596,28.05797164,105.2455402
51.13401088,38.28065997,42.77660421,29.85867144,104.1182372
50.60448687,33.79026414,44.3123029,31.05874144,103.0925679
50.35754571,36.52253385,50.43917817,38.53767519,102.1885418
43.48772448,39.44350098,40.30037876,39.78835658,95.92726612
41.37720472,39.33271475,38.11775029,37.05071597,93.91756694
40.9519971,43.98219824,36.45539056,38.14435327,87.45072623
37.80721014,45.71539067,35.10069839,39.89799581,87.27539466
37.44158289,48.85927744,24.82058751,49.18567262,84.52298301
46.0646522,50.50897963,31.97814297,48.11204183,95.64930953
36.15032295,52.1346763,26.91285674,46.57009327,90.94436093
37.34959782,55.42393355,32.43805215,50.53486335,88.09755253
43.33581025,50.85028975,33.33399091,42.45893747,91.55266331
43.11749328,49.85142663,30.84604585,34.50854911,93.5042362
39.85070866,47.89356327,31.47831705,37.67161555,90.12007618
44.98087306,43.35501075,31.74763321,35.35574033,92.43716614
38.85710777,45.35765608,28.10408236,39.13471807,89.26293005
40.15018336,47.62618766,28.46021687,35.387524,89.5012039
37.99228193,48.11517091,30.4091422,39.81204735,88.93242523
36.36216246,53.29407247,28.64809059,45.54400955,82.1495558
38.88204425,45.06939094,30.37784332,36.22930444,85.85199025
37.7152279,40.78274903,30.58333554,36.95626368,91.64855711
